site,imgname,xmin,ymin,xmax,ymax,score,ndvi,lat,lon,acquisition_yyyymm,patch_left_utm,patch_top_utm,source_geo_index
CZU_AUG_LIGHTNING,17_21008_50917,125.74,54.14,139.88,65.62,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,116.32,11.97,128.18,22.07,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,107.49,38.53,117.1,51.8,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,126.59,31.84,143.44,43.35,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,134.42,37.59,150.87,57.28,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,146.95,3.32,169.71,17.6,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,180.43,72.07,199.11,85.86,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,161.97,83.08,182.49,99.62,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,121.08,69.12,135.23,82.88,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,109.74,67.9,122.1,84.38,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,150.13,62.29,165.19,76.96,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,114.86,27.66,128.06,36.41,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,114.73,39.49,133.41,53.28,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,87.62,2.2,99.47,11.84,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,67.59,12.29,79.46,24.21,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,74.44,7.56,88.56,17.22,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,142.14,16.94,149.89,24.28,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,133.15,2.08,149.55,14.04,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,122.05,0.41,136.19,13.71,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,92.57,58.67,110.84,77.92,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,96.61,72.81,111.19,83.39,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,47.86,75.41,61.54,87.8,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,67.78,78.29,79.65,90.66,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,63.64,87.36,75.05,98.36,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,76.54,89.5,87.04,100.05,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,67.21,94.67,80.44,106.14,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,57.24,97.55,69.99,106.29,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,56.62,92.77,67.99,98.31,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,44.74,97.46,60.7,110.77,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,0.0,95.99,9.5,105.61,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,8.8,91.27,17.47,99.53,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,1.75,149.02,18.63,164.17,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,25.05,129.4,35.09,138.12,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,29.6,126.7,44.17,136.82,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,24.3,137.58,35.71,148.59,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,32.22,140.37,43.16,149.56,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,25.12,148.51,41.52,159.56,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,17.06,160.06,33.5,177.02,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,11.57,146.14,24.31,153.97,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,1.62,141.51,13.92,150.7,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,84.88,102.88,103.6,121.67,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,101.75,97.77,116.78,108.35,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,72.48,132.82,87.97,143.86,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,69.57,128.93,80.07,139.48,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,76.44,117.38,89.67,129.31,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,101.11,111.19,118.95,133.62,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,71.75,107.78,83.62,119.7,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,52.58,125.62,67.63,138.93,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,50.61,116.5,62.49,128.88,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,117.98,101.3,137.15,119.65,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,120.35,86.3,136.35,105.53,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,151.13,94.27,168.47,110.32,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,134.81,94.6,150.34,112.01,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,133.22,67.51,151.45,80.84,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,168.1,103.04,181.77,114.52,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,180.35,100.17,195.84,112.57,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,189.59,109.12,202.8,118.32,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,197.18,94.15,213.11,104.28,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,218.04,57.67,234.0,71.9,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,211.39,37.6,225.54,51.35,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,204.96,114.24,219.08,123.9,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,216.66,122.06,231.71,135.83,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,222.48,131.66,236.17,145.42,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,208.49,125.41,220.36,136.88,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,218.14,105.92,230.92,119.66,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,198.65,105.77,214.16,119.54,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,236.82,123.58,250.96,136.88,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,248.83,120.94,256.0,135.55,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,247.8,137.54,255.62,152.62,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,80.61,95.79,97.53,117.76,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,130.77,121.65,147.2,136.33,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,150.33,113.38,165.84,127.14,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,158.9,116.63,173.97,132.66,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,168.56,126.03,190.44,143.48,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,143.0,150.41,167.15,168.34,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,144.73,133.36,166.14,148.54,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,103.23,141.24,117.82,152.73,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,87.67,124.29,105.94,142.63,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,103.06,129.41,118.59,145.45,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,94.53,151.65,109.59,164.95,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,61.24,149.58,77.2,162.44,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,63.57,172.35,73.63,184.71,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,76.68,174.04,87.21,188.68,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,77.59,144.92,96.27,158.26,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,82.2,189.56,100.47,208.81,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,0.0,210.11,11.72,224.3,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,8.43,181.73,23.49,195.04,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,0.37,165.06,11.83,181.98,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,7.59,236.79,19.91,248.26,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,0.0,226.27,11.37,238.64,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,0.0,246.52,10.55,256.0,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,37.72,175.8,49.13,186.81,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,50.81,185.0,63.57,194.2,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,28.96,194.85,39.48,207.67,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,18.49,203.42,31.26,214.44,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,17.72,214.34,26.87,225.78,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,40.0,205.63,49.14,215.71,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,47.94,226.62,68.93,245.89,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,32.48,237.43,46.64,252.55,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,62.59,206.25,81.77,226.42,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,79.76,212.3,97.13,232.9,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,95.17,216.05,111.15,233.01,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,111.69,220.27,125.39,235.84,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,84.59,232.81,103.32,253.43,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,78.68,244.83,89.19,255.83,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,84.12,248.28,106.38,256.0,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,49.9,243.93,66.31,256.0,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,43.33,247.52,56.08,256.0,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,62.29,188.95,78.27,205.0,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,48.8,201.82,68.88,222.0,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,31.24,220.58,48.12,236.63,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,22.72,248.28,30.47,255.62,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,224.69,75.47,239.76,91.06,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,158.54,71.0,176.8,88.88,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,171.18,112.73,190.77,126.53,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,172.28,144.6,193.25,161.14,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,191.89,129.73,207.86,144.41,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,199.72,147.54,214.76,158.57,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,211.72,148.76,229.93,159.82,1.0,,37.2183,-122.298431,2020,562121.6,4119440.4,21008_50917
