site,imgname,xmin,ymin,xmax,ymax,score,ndvi,lat,lon,acquisition_yyyymm,patch_left_utm,patch_top_utm,source_geo_index
CZU_AUG_LIGHTNING,17_21008_50917,176.52,111.29,191.12,125.06,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,114.83,119.48,130.33,131.43,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,133.4,120.08,150.72,133.86,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,149.28,117.92,167.5,130.8,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,184.15,121.36,200.56,134.23,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,95.75,126.62,113.96,138.59,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,80.68,140.62,94.37,153.46,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,62.94,155.05,71.15,163.3,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,71.27,160.8,78.59,169.5,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,92.62,152.09,107.2,163.12,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,99.5,142.81,110.44,152.45,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,123.48,142.3,143.98,157.02,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,99.52,163.29,117.77,179.81,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,85.49,163.87,102.81,177.19,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,115.7,156.35,129.38,167.38,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,119.23,169.12,135.63,181.08,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,137.82,171.99,150.56,179.82,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,137.2,159.25,151.34,171.18,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,148.02,167.75,160.34,179.21,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,160.76,162.38,177.14,172.51,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,151.59,173.23,167.55,186.55,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,166.06,178.12,179.75,190.96,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,176.27,175.92,189.05,188.76,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,184.89,137.3,206.79,157.03,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,160.66,145.77,177.95,155.45,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,168.05,153.79,187.63,166.67,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,184.12,155.73,200.99,169.05,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,141.22,132.42,167.17,148.54,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,163.49,122.8,182.2,139.33,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,200.27,119.89,214.39,129.55,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,219.57,112.75,238.24,124.72,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,222.87,127.8,237.45,138.37,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,238.58,118.36,252.25,128.01,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,206.02,135.41,221.53,149.18,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,200.72,147.2,217.59,160.98,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,214.53,145.48,239.13,163.42,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,232.52,135.61,252.12,150.77,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,191.95,163.98,214.29,182.8,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,206.79,180.24,231.85,199.09,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,188.36,188.3,212.98,208.51,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,223.63,166.26,250.08,189.21,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,243.74,150.71,256.0,166.27,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,203.06,166.79,222.2,181.49,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,225.54,188.12,247.42,206.03,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,242.41,182.56,256.0,192.22,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,207.97,199.82,240.31,222.36,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,230.99,221.61,253.3,235.43,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,230.39,210.91,249.52,224.25,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,242.95,199.17,256.0,211.56,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,221.32,240.2,251.8,256.0,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,194.02,228.62,207.7,239.64,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,175.64,227.8,199.32,243.45,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,202.4,225.72,222.9,240.44,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,178.27,246.71,204.17,256.0,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,166.8,230.46,182.31,243.78,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,149.6,225.33,170.56,241.41,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,141.11,238.01,169.79,256.0,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,214.25,219.21,228.84,231.61,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,195.05,245.24,209.62,254.45,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,181.66,208.05,203.55,226.41,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,199.16,206.58,216.02,219.0,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,169.64,212.51,183.8,228.09,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,155.39,207.85,176.36,224.39,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,141.63,202.97,163.93,215.88,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,137.01,213.63,157.51,228.35,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,128.97,229.5,144.93,243.27,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,125.25,242.67,146.64,256.0,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,165.96,194.5,181.89,204.18,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,177.32,186.62,194.19,200.4,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,156.5,186.92,172.43,197.05,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,130.85,189.69,143.63,202.98,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,129.13,177.39,145.99,189.8,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,121.86,206.92,144.64,223.47,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,98.22,214.71,121.02,233.99,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,116.58,219.17,137.07,232.52,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,89.04,230.57,109.12,249.38,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,100.15,233.61,119.29,248.77,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,88.31,245.35,112.86,256.0,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,89.8,199.17,105.27,208.39,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,79.87,187.26,106.26,202.02,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,82.86,210.73,103.37,227.72,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,106.79,197.02,123.64,208.07,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,68.66,208.57,77.78,216.38,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,75.74,226.37,88.98,239.67,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,34.2,238.81,48.78,249.84,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,55.82,221.45,74.97,237.06,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,44.58,244.8,59.16,255.83,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,65.43,243.82,87.72,256.0,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,111.64,180.67,128.97,195.82,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,184.43,74.49,194.9,81.85,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,196.92,70.48,205.13,78.05,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,71.66,107.78,83.74,117.2,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,62.6,91.67,74.23,100.86,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,69.98,140.08,81.8,145.63,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,69.0,53.83,85.83,63.51,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,69.98,33.36,91.42,53.09,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,79.41,27.06,95.32,34.0,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,70.07,1.04,82.82,9.79,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,99.78,0.0,113.42,7.28,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,109.95,1.57,126.78,10.79,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,161.41,26.76,175.99,37.79,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,166.6,0.17,186.16,10.33,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,146.6,0.93,165.76,17.91,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,123.38,45.59,144.36,63.04,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,110.29,134.92,128.06,148.25,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,126.4,128.44,141.48,144.94,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,167.05,246.4,180.72,255.6,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50917,112.9,246.68,127.01,255.43,1.0,,37.2183,-122.298431,2022,562121.6,4119440.4,21008_50917
CZU_AUG_LIGHTNING,17_21008_50937,11.65,0.0,23.25,7.29,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,8.42,13.24,15.8,19.09,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,15.5,15.4,21.3,19.66,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,21.8,5.7,37.64,19.52,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,37.95,21.63,52.74,34.38,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,30.14,20.25,38.06,26.11,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,7.53,22.46,22.3,33.1,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,0.0,7.11,4.83,12.95,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,0.0,17.39,4.75,24.28,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,22.97,30.74,33.52,38.2,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,14.24,36.74,26.39,48.42,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,28.4,34.21,48.45,48.58,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,47.76,41.99,56.79,56.29,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,56.91,13.6,72.22,25.83,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,54.69,35.72,63.66,41.58,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,65.21,25.26,85.78,39.64,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,58.41,29.68,66.33,35.54,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,54.58,42.31,65.71,57.67,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,69.24,51.37,86.11,62.57,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,67.48,38.19,84.89,51.49,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,78.69,47.76,91.38,61.02,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,88.31,31.49,98.85,37.36,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,91.4,38.89,100.9,45.81,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,92.63,48.39,103.19,57.42,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
CZU_AUG_LIGHTNING,17_21008_50937,98.96,42.37,112.15,52.48,1.0,,37.174543,-122.298431,2022,562157.5,4114586.2,21008_50937
